ref_area.label,sex.label,classif1.label,classif2.label,time,obs_value
GHA,Total,HOW_BANDS_TOTAL,EDU_AGGREGATE_TOTAL,2024,50525.189
GHA,Total,HOW_BANDS_TOTAL,EDU_AGGREGATE_LTB,2024,8393.132
GHA,Total,HOW_BANDS_TOTAL,EDU_AGGREGATE_BAS,2024,20953.142
GHA,Total,HOW_BANDS_TOTAL,EDU_AGGREGATE_INT,2024,9131.303
GHA,Total,HOW_BANDS_TOTAL,EDU_AGGREGATE_ADV,2024,3871.325
GHA,Total,HOW_BANDS_TOTAL,EDU_AGGREGATE_X,2024,8176.288
GHA,Total,HOW_BANDS_H00,EDU_AGGREGATE_TOTAL,2024,4289.067
GHA,Total,HOW_BANDS_H00,EDU_AGGREGATE_LTB,2024,766.433
GHA,Total,HOW_BANDS_H00,EDU_AGGREGATE_BAS,2024,1959.132
GHA,Total,HOW_BANDS_H00,EDU_AGGREGATE_INT,2024,652.636
GHA,Total,HOW_BANDS_H00,EDU_AGGREGATE_ADV,2024,295.664
GHA,Total,HOW_BANDS_H00,EDU_AGGREGATE_X,2024,615.202
GHA,Total,HOW_BANDS_H01-14,EDU_AGGREGATE_TOTAL,2024,3581.562
GHA,Total,HOW_BANDS_H01-14,EDU_AGGREGATE_LTB,2024,705.081
GHA,Total,HOW_BANDS_H01-14,EDU_AGGREGATE_BAS,2024,1702.414
GHA,Total,HOW_BANDS_H01-14,EDU_AGGREGATE_INT,2024,463.563
GHA,Total,HOW_BANDS_H01-14,EDU_AGGREGATE_ADV,2024,90.368
GHA,Total,HOW_BANDS_H01-14,EDU_AGGREGATE_X,2024,620.136
GHA,Total,HOW_BANDS_H15-29,EDU_AGGREGATE_TOTAL,2024,11579.891
GHA,Total,HOW_BANDS_H15-29,EDU_AGGREGATE_LTB,2024,2303.496
GHA,Total,HOW_BANDS_H15-29,EDU_AGGREGATE_BAS,2024,4929.676
GHA,Total,HOW_BANDS_H15-29,EDU_AGGREGATE_INT,2024,1569.48
GHA,Total,HOW_BANDS_H15-29,EDU_AGGREGATE_ADV,2024,451.761
GHA,Total,HOW_BANDS_H15-29,EDU_AGGREGATE_X,2024,2325.477
GHA,Total,HOW_BANDS_H30-34,EDU_AGGREGATE_TOTAL,2024,5812.873
